id,name,images,sub-subcategory,final order,repetition type,geometry,represents,modifier (from name),limited to craft,notes,fundamentality,super-supercategory,supercategory,subcategory,original manual order,alternate name,alternate name 2,alternate name 3,alternate name 4
324,three braided together mountains / 三つ組み合い山 / みつくみあいやま / mitsu kumi ai yama,324.png (https://dl.airtable.com/sbsV4l7TSj2KXrFteyvH_324.png),105 - kumi,313,3-radial symmetry,"element - chevron,aspect - over - under,element - hexagonal segment,braid of three,element - bishamon,aspect - all straight-edged,aspect - empty / outline",mountain,braided,,,complex compound,02 - shape,05 - cyclical,22 - helix,196,,,,
326,transfigured broken tortoise shell / 変わり亀甲崩し / かわりきっこくずし / kawari kikkō kuzushi,326.png (https://dl.airtable.com/XpFwXZYVQgmuVXvnLKbf_326.png),105 - kumi,314,3-radial symmetry,"aspect - over - under,braid of three,element - bishamon,aspect - all straight-edged",tortoise shell,"transfigured,broken",,,complex compound,02 - shape,05 - cyclical,22 - helix,201,,,,
48,tatami kettle trivet / 畳釜敷 /  たたみがましき / tatami gamashiki,48.png (https://dl.airtable.com/JpeB7VeTAS6Fo2JZeJaw_48.png),106 - neji,315,6-radial symmetry,"basic element - 6 - hexagon,aspect - all straight-edged",kettle,,,,one-off / other,02 - shape,05 - cyclical,22 - helix,150,,,,
397,four stones eating into each other / 四つ食い入り石 / よつくいいりいし / yotsu kui iri ishi,397.png (https://dl.airtable.com/jPuUIpITQiKr3xAW1eVA_397.png),106 - neji,316,2-radial symmetry,"basic element - 4 - square,polyelement - ring of squares,aspect - over - under,basic element - 4 - rhombus",stone,layered,,,complex compound,02 - shape,05 - cyclical,22 - helix,137,four stones eating into each other / 四つ喰入石 / よつくいいりいし / yotsu kui iri ishi,four layered stones / 四つ重ね石 / よつかさねいし / yotsu kasane ishi,,
60,foo lion / 獅子 / ししこ / shishi ko,60.png (https://dl.airtable.com/NXdLFsHoSdc0NWWQfgQM_60.png),107 - shishiko,317,total radial symmetry,"basic element - 1 - ring / circle / dot,element - crescent / horn,aspect - empty / outline,element - swastika / pinwheel / spiral","lion,animal epidermis",,,,one-off / other,02 - shape,05 - cyclical,22 - helix,213,foo lion mane / 獅子毛 / ししこけ / shishi ko ke,,,
365,pampas grass ring / 薄輪 / すすきわ / susuki wa,365.png (https://dl.airtable.com/HvIAez5vTiiiiXBwOpUM_365.png),107 - shishiko,318,total radial symmetry,"basic element - 1 - ring / circle / dot,element - crescent / horn,aspect - empty / outline,element - swastika / pinwheel / spiral","grass,plant",,,,one-off / other,02 - shape,05 - cyclical,22 - helix,214,,,,
319,twined lightning bolt / 絡み稲妻 / からみいなずま / karami inazuma,319.png (https://dl.airtable.com/LOiH5QJ5TDiyHdm0Eh5k_319.png),108 - inazuma,319,2-radial symmetry,"basic element - 4 - square,aspect - all straight-edged,element - swastika / pinwheel / spiral",lightning,,,,variant,02 - shape,05 - cyclical,22 - helix,206,,,,
320,lightning bolt drum / 稲妻立鼓 / いなずまりゅうご / inazuma ryūgo,320.png (https://dl.airtable.com/wQL4OFJrQcSKc4Wlia1X_320.png),108 - inazuma,320,2-radial symmetry,"aspect - all straight-edged,element - hourglass,element - swastika / pinwheel / spiral","drum,lightning",,,,variant,02 - shape,05 - cyclical,22 - helix,207,,,,
5,squared-off characters / 角文字 / かくもじ / kaku moji,5.png (https://dl.airtable.com/Wz4tPj66QqqDwIkJKAHl_5.png),109 - hiki,321,2-lateral symmetry,"basic element - 2 - bar / dash,aspect - all straight-edged","rod,character,abacus",squared-off,,,basic building block,02 - shape,06 - linear,23 - bars,5,counting rods / 算木 / さんぎ / sangi,pulls set / 揃い引 / そろいひき / soroi hiki,,
85,three cut cubes / 角切三 / かくきりさん / kaku kiri san,85.png (https://dl.airtable.com/GU7Ul26KQnaB4BJOLIH6_85.png),110 - hiki kawari,322,2-lateral symmetry,"basic element - 2 - bar / dash,aspect - all straight-edged",,,,,complex compound,02 - shape,06 - linear,23 - bars,4,,,,
4,characters / 文字 / もじ / moji,4.png (https://dl.airtable.com/z6r64S3dSAa8HYfCjmxZ_4.png),110 - hiki kawari,323,2-lateral symmetry,basic element - 2 - bar / dash,,,,,complex compound,02 - shape,06 - linear,23 - bars,1,,,,
84,jagged characters / 縮文字 / ちぢもじ / chiji moji,84.png (https://dl.airtable.com/AFiDBCkkRmORvsFAoFSF_84.png),110 - hiki kawari,324,2-lateral symmetry,"basic element - 2 - bar / dash,zig-zag,element - chevron,aspect - all straight-edged",character,,,,complex compound,02 - shape,06 - linear,23 - bars,3,vibrating characters / 揺文字 / ゆりもじ / yuri moji,,,
83,wavy characters / 波文字 / なみもじ / nami moji,83.png (https://dl.airtable.com/HUTu3bWETViI3kCKRlkN_83.png),110 - hiki kawari,325,2-lateral symmetry,basic element - 2 - bar / dash,character,,,,complex compound,02 - shape,06 - linear,23 - bars,2,vibrating characters / 揺文字 / ゆりもじ / yuri moji,,,
418,zig-zag stripes / 筋山道 / すじやまみち / suji yamamichi / mountain road fibers,418.png (https://dl.airtable.com/mS5GmkJQmi8H3bnWu99g_418.png),110 - hiki kawari,326,1-lateral symmetry,"wavy line,basic element - 2 - bar / dash,zig-zag",mountain,,,,complex compound,02 - shape,06 - linear,23 - bars,6,,,,
1,pulls / 引 / ひき / hiki,"1b.png (https://dl.airtable.com/Wx570O3kSae68FjunndH_1b.png),1.png (https://dl.airtable.com/afn4x1PRQgeOfz2i0gzB_1.png)",110 - hiki kawari,327,2-lateral symmetry,"basic element - 2 - bar / dash,basic element - 1 - ring / circle / dot,aspect - empty / outline",,,,"The etymology of 「引」 is mysterious. Sometimes specified as 引両, or less commonly as 「引霊」, 「引領」, 「引料」, or 「引竜」.",complex compound,02 - shape,06 - linear,23 - bars,7,,,,
86,pulls exiting circle / 丸に出引 / まるにでひき / maru ni de hiki,"86c.png (https://dl.airtable.com/dUCUiUxaRN6QBX1UOrxs_86c.png),86.png (https://dl.airtable.com/k2CBIzxjSLqxQcZscgYn_86.png),86b.png (https://dl.airtable.com/RyESPrKMRTGPsgYSFz6p_86b.png),86d.png (https://dl.airtable.com/ws1vuLE7RnuQT6BgXy2a_86d.png)",110 - hiki kawari,328,none / asymmetrical,"basic element - 2 - bar / dash,basic element - 1 - ring / circle / dot,aspect - over - under,aspect - empty / outline",,,,,complex compound,02 - shape,06 - linear,23 - bars,8,staggered pulls bamboo trough tool / 引き違い抜簾 / ひきちがいぬきす / hiki chigai nuki su,,,
396,seven conflicting pulls / 食い違い七つ引 / くいちがいななつひき / kui chigai nanatsu hiki,396.png (https://dl.airtable.com/km8sMA3SjqMtpILDIm5w_396.png),110 - hiki kawari,329,1-lateral symmetry,"aspect - subtraction / inversion,basic element - 2 - bar / dash,aspect - inversion across center vertical",,,,,one-off / other,02 - shape,06 - linear,23 - bars,136,,,,
292,Bagua / 八卦 / はっけ / hakke,292.png (https://dl.airtable.com/I6ok1qrBTw2zlWHKZiUg_292.png),111 - rods,330,1-lateral symmetry,"basic element - 2 - bar / dash,aspect - all straight-edged",rod,,,,one-off / other,02 - shape,06 - linear,23 - bars,11,,,,
288,incense figure / 香図 / こうず / kōzu,288.png (https://dl.airtable.com/6b0CIkx7Qei1hF4TOmTv_288.png),111 - rods,331,none / asymmetrical,"basic element - 2 - bar / dash,aspect - all straight-edged,element - U-shape",rod,,,There are 52 variations on this shape.,one-off / other,02 - shape,06 - linear,23 - bars,9,Genji incense figure / 源氏香図 / げんじこうず / genji kōzu,,,
332,mist / 霞 / かすみ / kasumi,332.png (https://dl.airtable.com/174HrsSQfSdqXBVLSwss_332.png),112 - kasumi,332,2-lateral symmetry,element - stadium,cloud,,,,basic building block,02 - shape,06 - linear,23 - bars,254,,,,
333,spring mist / 春霞 / はるがすみ / haru gasumi,333.png (https://dl.airtable.com/iQYdE5LVSuOjGqkPMs6A_333.png),112 - kasumi,333,1-lateral symmetry,element - stadium,cloud,,,,variant,02 - shape,06 - linear,23 - bars,255,,,,
189,well girder / 井桁 / いげた / igeta,"189.png (https://dl.airtable.com/7XYhA58WQUfkrC1Q9gde_189.png),189b.png (https://dl.airtable.com/nuhXngKzS0C3hYFqth9A_189b.png)",113 - ijuzu,334,2-lateral symmetry,"element - hash / lattice,basic element - 2 - bar / dash,element - star - cross,basic element - 4 - rhombus,aspect - all straight-edged,aspect - empty / outline",well,,,,basic building block,02 - shape,06 - linear,24 - ijuzu,155,well curb / 井筒 / いづつ / izutsu,,,
190,#-sided well girder / 何方井桁 / なんほういげた / nan hou igeta,"190b.png (https://dl.airtable.com/F0MCHNAjT8KqCmYuDFSe_190b.png),190c.png (https://dl.airtable.com/8gt1CpvYSCOaLAhUEm7l_190c.png),190.png (https://dl.airtable.com/KuOuu8yiQMWyglKtYECf_190.png)",114 - ijuzu kawari,335,varying radial symmetry,"basic element - 2 - bar / dash,element - star - cross,aspect - all straight-edged,aspect - empty / outline",well,,,,variant,02 - shape,06 - linear,24 - ijuzu,156,#-sided well girder / 何角井桁 / なんかくいげた / nan kaku igeta,#-sided well curb / 何角井 / なんかくいづつ / nan kaku izutsu,,
220,broken well girder / 井桁崩し / いげたくずし / igeta kuzushi,"220.png (https://dl.airtable.com/3AmiKshZR3uz82s0AwEf_220.png),220b.png (https://dl.airtable.com/lyPoZcRyTD2UHDP7PqOR_220b.png)",114 - ijuzu kawari,336,4-radial symmetry,"element - hash / lattice,element - U-shape,basic element - 1 - ring / circle / dot,element - arc / annular sector,cluster of four,aspect - empty / outline",well,broken,,,variant,02 - shape,06 - linear,24 - ijuzu,187,,,,
358,folded well curb / 折込井筒 / おりこみいづつ / orikomi izutsu,"358.png (https://dl.airtable.com/elA9TMtQTKrYZpq63ZRQ_358.png),358b.png (https://dl.airtable.com/CG6EGC6RcSHBQpvDq35A_358b.png)",114 - ijuzu kawari,337,4-lateral symmetry,"element - hash / lattice,element - star - cross,aspect - over - under,aspect - all straight-edged,aspect - empty / outline",,,,,variant,02 - shape,06 - linear,24 - ijuzu,157,,,,
352,knotted well girder / 結び井桁 / むすびいげた / musubi igeta,"352.png (https://dl.airtable.com/avS9g4MZQ6mhgWKPEb2m_352.png),352c.png (https://dl.airtable.com/0XLYnozORWUNJewMkw7R_352c.png),352b.png (https://dl.airtable.com/SZGtdwVRTr2zCYrpNFz0_352b.png)",114 - ijuzu kawari,338,2-lateral symmetry,"aspect - over - under,element - teardrop,element - hash / lattice,element - curvy hash,basic element - 4 - rhombus,cluster of four,aspect - empty / outline",well,"knotted,arabesque / Tang",,,variant,02 - shape,06 - linear,24 - ijuzu,182,arabesque well curb / 唐井筒 / からいづつ / kara izutsu,,,
347,staggered ring well curb / 輪違い井筒 / わちがいいづつ / wa chigai izutsu,"347.png (https://dl.airtable.com/cZswgIqfQ5C4v3Cwnfbj_347.png),347b.png (https://dl.airtable.com/X3UW8pORa2VIe3lNc5vg_347b.png)",114 - ijuzu kawari,339,4-radial symmetry,"element - U-shape,aspect - over - under,element - 2 - lens,polyelement - cross of variable-width-shape,element - star - cross,element - hash / lattice,element - curvy hash,element - arc / annular sector,aspect - empty / outline","ring,well",staggered,,,variant,02 - shape,06 - linear,24 - ijuzu,178,,,,
219,broken well girder subtracted from circle / 石持ち井桁崩し / いしもちかたいげたくずし / ishi mochi igeta kuzushi / stone holding broken well,219.png (https://dl.airtable.com/voLHHDHLQSGb0blq0M2o_219.png),114 - ijuzu kawari,340,4-radial symmetry,"aspect - all curvy-edged,aspect - subtraction / inversion,basic element - 1 - ring / circle / dot,element - hash / lattice,aspect - ring in center position,aspect - empty / outline","well,holder,container",broken,,,complex compound,02 - shape,06 - linear,24 - ijuzu,130,round well curb / 丸形井筒 / えんけいいづず / enkei iduzu,,,
427,lattice / 格子 / こうし / kōshi,427.png (https://dl.airtable.com/udDKPanyRGeQiklro2nZ_427.png),115 - koshi,341,2-lateral symmetry,"element - hash / lattice,basic element - 4 - rectangle,basic element - 4 - square",,,,,complex compound,02 - shape,06 - linear,25 - koshi,162,,,,
206,"""Ku-ji"" / 九字 / くじ / ku ji",206.png (https://dl.airtable.com/95AzCXmYTBujpnaUVD7e_206.png),116 - koshi kawari,342,2-lateral symmetry,"basic element - 2 - bar / dash,element - hash / lattice,aspect - all straight-edged","character,rod",,,,complex compound,02 - shape,06 - linear,25 - koshi,158,"Japanese character for ""ku"" stick rhombus / くノ字木菱 / くのじきびし / ku no ji ki bishi",,,
451,"crossed ""Ku-ji"" / 九字筋違 / くじすじかい / kuji sujikai",451.png (https://dl.airtable.com/TmjiFkgTHO2ngGDcweGo_451.png),116 - koshi kawari,343,none / asymmetrical,"basic element - 2 - bar / dash,element - hash / lattice,aspect - over - under,aspect - all straight-edged","character,rod",,,,complex compound,02 - shape,06 - linear,25 - koshi,159,"crossed ""Ku-ji"" / 九字直違 / くじすじかい / kuji sujikai",,,
428,"""Ku-ji"" subtracted from circle / 石持ち地抜き九字 / こくもちじぬきくじ / koku mochi ji nuki ku ji / stone holding ground removal ""Ku-ji""",428.png (https://dl.airtable.com/m2jbKugSZeBaqz9Xxb2g_428.png),116 - koshi kawari,344,2-lateral symmetry,"basic element - 1 - ring / circle / dot,element - hash / lattice,basic element - 4 - rectangle,polyelement - rectangle embedded in circle,aspect - subtraction / inversion","character,rod",,,,variant,02 - shape,06 - linear,25 - koshi,160,,,,
426,"sixteen ""musashi"" / 十六武蔵 / じゅうろくむさし / jūroku musashi",426.png (https://dl.airtable.com/yEW3u0LdRmuK3I9CdpOi_426.png),116 - koshi kawari,345,4-lateral symmetry,"element - hash / lattice,basic element - 4 - square,basic element - 3 - triangle",,,,,one-off / other,02 - shape,06 - linear,25 - koshi,163,,,,
242,measuring box / 枡 / ます / masu,242.png (https://dl.airtable.com/okeFsDTwTZCkcFobUnRV_242.png),117 - masu,346,2-lateral symmetry,"basic element - 4 - square,basic element - 3 - triangle,aspect - empty / outline,aspect - all straight-edged","container,box",,,,basic building block,02 - shape,06 - linear,25 - koshi,50,,,,
247,three measuring boxes / 三枡 / みます / mi masu,247.png (https://dl.airtable.com/Y2sXhugSO2U1raF1ZVtS_247.png),118 - masu kasane,347,4-radial symmetry,"basic element - 4 - square,aspect - concentricity,aspect - empty / outline,aspect - all straight-edged","container,box",,,,variant,02 - shape,06 - linear,25 - koshi,51,,,,
452,broken measuring box / 桝崩し / ますくずし / masu kuzushi,452.png (https://dl.airtable.com/7UYbBSqdTWE9cv0l3RqB_452.png),118 - masu kasane,348,1-lateral symmetry,basic element - 4 - square,"container,box",,,,complex compound,02 - shape,05 - cyclical,25 - koshi,52,,,,
199,split-rhombus / 割菱 / わりびし / wari bishi,199.png (https://dl.airtable.com/2CQVeKmvTY6sCzXd2DYu_199.png),119 - hishi,349,4-lateral symmetry,"basic element - 4 - rhombus,element - star - cross,cluster of four,split-rhombus,aspect - all straight-edged,polyelement - ring of squares",,split,,,complex compound,02 - shape,06 - linear,26 - hishi,55,Takeda rhombus / 武田菱 / たけだびし / takeda bishi,,,
148,fortune rhombus / 幸菱 / さいわいびし / saiwai bishi,148.png (https://dl.airtable.com/86c0rdzASNi9DC1mOVkP_148.png),119 - hishi,350,4-lateral symmetry,"basic element - 4 - rhombus,cluster of four,aspect - indented","flower,plant",,,There are a ton of family crests that are variants on this.,one-off / other,02 - shape,06 - linear,26 - hishi,57,,,,
330,arabesque pine rhombus / 唐松菱 / からまつびし / kara matsu bishi,330.png (https://dl.airtable.com/pImmmoTRdCkOdOvxMLjm_330.png),119 - hishi,351,none / asymmetrical,"basic element - 4 - rhombus,cluster of three,basic element - 1 - ring / circle / dot,element - rays / spokes","pine,plant",arabesque / Tang,,,variant,02 - shape,06 - linear,26 - hishi,59,,,,
475,hazy flower rhombus / 朧花菱 / おぼろはなびし / oboro hana bishi,475.png (https://dl.airtable.com/pEQTZbwSm6UmfMblXfQH_475.png),119 - hishi,352,4-lateral symmetry,"basic element - 4 - rhombus,element - star - cross,three humps,warped petal,merged petals,aspect - indented","plant,flower",hazy,,,one-off / other,02 - shape,06 - linear,26 - hishi,58,,,,
441,four layered rhombuses / 四つ重ね菱 / よつかさねびし / yotsu kasane bishi,441.png (https://dl.airtable.com/zav94TlPRV2Ih2uF8VeR_441.png),120 - hishi kawari,353,1-lateral symmetry,"basic element - 4 - rhombus,element - U-shape,element - chevron",,layered,,,variant,02 - shape,06 - linear,26 - hishi,56,,,,
406,rhombus copper counterweight / 菱分銅 / ひしふんどう / hishi fundō,406.png (https://dl.airtable.com/O9SXVTdQve4loBRgx42A_406.png),120 - hishi kawari,354,2-lateral symmetry,"element - fundo,basic element - 4 - rhombus,aspect - subtraction / inversion,element - 5 - ken",copper counterweight,,,,variant,02 - shape,06 - linear,26 - hishi,146,,,,
264,copper counterweight rhombus / 分銅菱 / ふんどうびし / fundō bishi,264.png (https://dl.airtable.com/S9AeIpyfQEGNbvK3JRxZ_264.png),120 - hishi kawari,355,2-lateral symmetry,"basic element - 1 - ring / circle / dot,basic element - 4 - rhombus,aspect - subtraction / inversion",copper counterweight,,,,variant,02 - shape,06 - linear,26 - hishi,145,,,,
163,staggered pincers / 違い釘抜き / ちがいくぎぬき / chigai kugineki,"163.png (https://dl.airtable.com/gm55C6TPSFiBYNVt0UB0_163.png),163b.png (https://dl.airtable.com/rvI66kpTg21yEjIpsRxc_163b.png)",120 - hishi kawari,356,2-radial symmetry,"aspect - over - under,basic element - 4 - square,aspect - all straight-edged,element - chevron",pincer,staggered,,,complex compound,02 - shape,06 - linear,26 - hishi,154,,,,
102,"two four-""meyui""'s / 四つ目結二つ / よつめゆいふたつ / yotsu meyui futatsu",102.png (https://dl.airtable.com/Y1A1Dh4gTq6OWU91vhVp_102.png),120 - hishi kawari,357,none / asymmetrical,"basic element - 4 - square,aspect - empty / outline,aspect - all straight-edged,element - jagged rhombus,aspect - over - under,single line woven into itself","pincer,eye",,,,complex compound,02 - shape,06 - linear,26 - hishi,151,,,,
11,pine bark / 松皮 / まつかわ / matsukawa,11b.png (https://dl.airtable.com/6kK2bUNZTc2vBnP5Rpkm_11b.png),121 - jagged hishi,358,2-lateral symmetry,"element - jagged rhombus,basic element - 4 - rhombus,aspect - all straight-edged","pine,plant",,,,basic building block,02 - shape,06 - linear,26 - hishi,231,pine bark rhombus / 松皮菱 / まつかわびし / matsukawa bishi,,,
24,three-story rhombus / 三階菱 / さんかいびし / sankai bishi,24.png (https://dl.airtable.com/xtV0JDdQeO0FjH0ROwy4_24.png),122 - jagged hishi kawari,359,2-lateral symmetry,"element - jagged rhombus,basic element - 4 - rhombus,zig-zag,aspect - all straight-edged",,,,,variant,02 - shape,06 - linear,26 - hishi,233,,,,
25,five-story rhombus / 五階菱 / ごかいびし / gokaibishi,25.png (https://dl.airtable.com/bje3hjSSWmW0Qxf24qfw_25.png),122 - jagged hishi kawari,360,2-lateral symmetry,"element - jagged rhombus,basic element - 4 - rhombus,zig-zag,aspect - all straight-edged",,,,,variant,02 - shape,06 - linear,26 - hishi,232,,,,
98,lightning bolt pine bark / 稲妻松皮 / いなずままつかわ / inazuma matsukawa,98.png (https://dl.airtable.com/PEtmtT8S7UUurHTh0gJK_98.png),122 - jagged hishi kawari,361,2-lateral symmetry,"basic element - 4 - rhombus,aspect - all straight-edged,element - jagged rhombus,aspect - empty / outline","lightning,pine,plant",,,,variant,02 - shape,06 - linear,26 - hishi,234,,,,
10,bamboo chip / 竹切 / たけぎり / takegiri / cut bamboo,10.png (https://dl.airtable.com/B0vVc0ivQO6zgUfPDzkJ_10.png),123 - I-shaped with V-shaped ends,362,2-lateral symmetry,"basic element - 6 - hexagon,aspect - all straight-edged",bamboo,,,,basic building block,02 - shape,06 - linear,27 - I-shaped,23,,,,
9,arrow nock / 矢筈 / やはず / yahazu,9.png (https://dl.airtable.com/SgMVb27xRBq3tU49k1Mo_9.png),123 - I-shaped with V-shaped ends,363,2-lateral symmetry,"basic element - 6 - hexagon,aspect - all straight-edged,element - chevron",arrow,,,,basic building block,02 - shape,06 - linear,27 - I-shaped,22,,,,
416,"skewered ""dango"" / 串団子 / くしだんご / kushi dango",416.png (https://dl.airtable.com/yUzpnzTXRnSEn2edWMBE_416.png),124 - three things in a row,364,2-lateral symmetry,"basic element - 1 - ring / circle / dot,straight line,polyelement - line through rings / dots",food,,,,one-off / other,02 - shape,06 - linear,27 - I-shaped,239,,,,
31,"circle, triangle, square / 丸・三角・四角 / まる・さんかく・しかく / maru, sankaku, shikaku",31.png (https://dl.airtable.com/TankCgQfT329j8PBX7HX_31.png),124 - three things in a row,365,none / asymmetrical,"basic element - 1 - ring / circle / dot,basic element - 3 - triangle,basic element - 4 - square",infinity,,,,one-off / other,02 - shape,06 - linear,27 - I-shaped,244,,,,
8,carpenter's square / 曲尺 / かねじゃく / kanejaku,8.png (https://dl.airtable.com/9kthR7glT72pqpHodQ1z_8.png),125 - L-shaped misc,366,none / asymmetrical,"basic element - 6 - hexagon,aspect - all straight-edged,element - L-shape",carpenters square,,,,basic building block,02 - shape,06 - linear,27 - I-shaped,21,carpenter's square / 差し金 / さしがね / sashigane,,,
284,bracken / 蕨 / わらび / warabi,284.png (https://dl.airtable.com/6ryS5B00SmGtvlrWkWAX_284.png),125 - L-shaped misc,367,none / asymmetrical,curl,plant,,,,basic building block,02 - shape,06 - linear,27 - I-shaped,66,,,,
458,clematis / 鉄線 / てっせん / tessen,458.png (https://dl.airtable.com/M4WF82vsR9mp4EzBS4JQ_458.png),125 - L-shaped misc,368,none / asymmetrical,"three humps,element - L-shape,bumpy petal","plant,clematis",,,,one-off / other,02 - shape,06 - linear,27 - I-shaped,83,clematis / 鉄仙 / てっせん / tessen,,,
411,rudder / 舵 / かじ / kaji,411.png (https://dl.airtable.com/kS46sz0QbCAaWl2rbAlw_411.png),125 - L-shaped misc,369,none / asymmetrical,handle,,,,,basic building block,02 - shape,06 - linear,27 - I-shaped,63,,,,
90,sword / 剣 / けん / ken,90.png (https://dl.airtable.com/P81wn5JRreJjMDlFbPyg_90.png),126 - T-shaped misc,370,1-lateral symmetry,"basic element - 5 - pentagon,aspect - all curvy-edged,element - T-shape,element - star - warped,element - star - general,element - 5 - ken,element - hourglass",sword,,,,basic building block,02 - shape,06 - linear,28 - T-shaped misc,29,,,,
373,nail / 釘 / くぎ / kugi,373.png (https://dl.airtable.com/rQQO4Dg6RyzMUBJ5FiAL_373.png),126 - T-shaped misc,371,1-lateral symmetry,"basic element - 7 - heptagon,aspect - all straight-edged,element - T-shape",,,,,basic building block,02 - shape,06 - linear,28 - T-shaped misc,16,,,,
425,folding fan / 扇 / おうぎ / ōgi,425.png (https://dl.airtable.com/tY2pHksHSKOeeD0aJk2l_425.png),126 - T-shaped misc,372,1-lateral symmetry,"handle,basic element - 4 - trapezoid",fan,,,,basic building block,02 - shape,06 - linear,28 - T-shaped misc,65,,,,
380,battledore / 羽子板 / はごいた / hagoita,380.png (https://dl.airtable.com/27Y3UFTQIq0k8kjPqSKA_380.png),126 - T-shaped misc,373,1-lateral symmetry,handle,,,,,basic building block,02 - shape,06 - linear,28 - T-shaped misc,62,,,,
381,paddle / 櫂 / かい / kai ,381.png (https://dl.airtable.com/xW3YJC0SWeREC0G16mTz_381.png),126 - T-shaped misc,374,1-lateral symmetry,handle,,,,,basic building block,02 - shape,06 - linear,28 - T-shaped misc,64,,,,
379,hairpin / 笄 / こうがい / kōgai,379.png (https://dl.airtable.com/cLEGfYy1SXe2lJ4uEAvw_379.png),126 - T-shaped misc,375,1-lateral symmetry,"curl,element - chevron,handle,element - 5 - ken",,,,,basic building block,02 - shape,06 - linear,28 - T-shaped misc,61,,,,
374,water channel​ mark / 澪標 / みおつくし / miotsukushi,374.png (https://dl.airtable.com/ra2KNFaSECJYfaJ1Rxsp_374.png),126 - T-shaped misc,376,1-lateral symmetry,"element - star - asterisk,element - star - cross,basic element - 3 - triangle",,,,,one-off / other,02 - shape,06 - linear,28 - T-shaped misc,199,,,,
413,four drums joined together / 四つ入り合い立鼓 / よついりあいりゅうご / yotsu iri ai ryūgo,413.png (https://dl.airtable.com/rKX6zAooQs69G816iRQ6_413.png),126 - T-shaped misc,377,2-lateral symmetry,"basic element - 6 - hexagon,cluster of four,aspect - all straight-edged,element - hourglass",drum,,,,complex compound,02 - shape,06 - linear,28 - T-shaped misc,27,,,,
485,ginkgo / 銀杏 / いちょう / ichō,"485.png (https://dl.airtable.com/6w5Ve9IRQbOoZA1KApvf_485.png),485c.png (https://dl.airtable.com/9LCwKXOxT0OpIPgMnRE1_485c.png),485b.png (https://dl.airtable.com/Meabm3PSw6s9YJhm4nM2_485b.png)",126 - T-shaped misc,378,1-lateral symmetry,"warped petal,three humps,aspect - waves & circumscriptions,aspect - subtraction / inversion,aspect - overlapping circles",plant,,,,basic building block,02 - shape,06 - linear,27 - I-shaped,113,,,,
321,mountain / 山 / やま / yama,321.png (https://dl.airtable.com/2PnoZRW8TiWZGT1v4gGZ_321.png),127 - yama,379,1-lateral symmetry,"element - U-shape,element - chevron,aspect - all straight-edged",mountain,,,,basic building block,02 - shape,06 - linear,29 - yama,193,,,,
14,floral mountain / 花山 / はなやま / hanayama,14.png (https://dl.airtable.com/8TkI22mOSxy2bzXr0QIw_14.png),128 - yama kawari,380,1-lateral symmetry,element - U-shape,"flower,plant",,,,variant,02 - shape,06 - linear,29 - yama,68,,,,
23,Mt. Fuji / 富士 / ふじ / fuji,23.png (https://dl.airtable.com/jV8XsoWKSuavVyACZ95k_23.png),128 - yama kawari,381,none / asymmetrical,"element - blob,aspect - indented",mountain,,,,variant,02 - shape,06 - linear,29 - yama,246,,,,
410,three mountains / 三つ山 / みつやま / mitsuyama,410.png (https://dl.airtable.com/R2IXEkSdRCy7aulR0jsH_410.png),128 - yama kawari,382,1-lateral symmetry,"aspect - all straight-edged,basic element - 4 - trapezoid,three humps",mountain,,,,complex compound,02 - shape,06 - linear,29 - yama,69,,,,
322,exiting mountain / 出山 / でやま / de yama,322.png (https://dl.airtable.com/Nwm3YtApRMeyT0KOlV5H_322.png),129 - yama kasane,383,none / asymmetrical,"aspect - over - under,aspect - all straight-edged","mountain,carpenters square",staggered,,,complex compound,02 - shape,06 - linear,29 - yama,194,entering mountain / 入山 / いりやま / iri yama,staggered carpenters squares mountain / 差し金違い山 / さしがねちがいやま / sashigane chigai yama,,
325,three braided staggered mountains / 三つ組み違い山 / みつくみちがいやま / mitsu kumi chigai yama,325.png (https://dl.airtable.com/cHZDCJp7RqqwxttQUIIx_325.png),129 - yama kasane,384,none / asymmetrical,"element - chevron,aspect - over - under,braid of three,aspect - all straight-edged",mountain,braided,,,complex compound,02 - shape,06 - linear,29 - yama,197,,,,
15,kettle handle / 鐶 / かん / kan,15.png (https://dl.airtable.com/gq13gOAIRp6xlB0IF6ob_15.png),130 - kan,385,1-lateral symmetry,"aspect - all curvy-edged,element - U-shape,bent wire with curly ends,curl",kettle,,,,basic building block,02 - shape,06 - linear,30 - U-shaped,71,,,,
205,arabesque kettle handle / 唐鐶 / とうかん / tō kan,205.png (https://dl.airtable.com/WK5hrWhYQ8ibmGuwr3W7_205.png),131 - kan kawari,386,1-lateral symmetry,"aspect - all curvy-edged,element - U-shape,bent wire with curly ends,curl",kettle,arabesque / Tang,,,variant,02 - shape,06 - linear,30 - U-shaped,73,,,,
237,ground paper / 地紙 / じがみ / jigami,237.png (https://dl.airtable.com/3aTvRAvQQpW8talc2F66_237.png),132 - jigami,387,1-lateral symmetry,"element - U-shape,element - arc / annular sector",fan,,,Means ground paper because it's the backing paper; it's just cut in the shape of a fan.,basic building block,02 - shape,06 - linear,30 - U-shaped,32,,,,
