id,name,images,sub-subcategory,final order,repetition type,geometry,represents,modifier (from name),limited to craft,notes,fundamentality,super-supercategory,supercategory,subcategory,original manual order,alternate name,alternate name 2,alternate name 3,alternate name 4
328,Tatsuta river / 竜田川 / たつたがわ / tatsuta gawa,328.png (https://dl.airtable.com/5Pqka3sOSiCj5PXn9bpq_328.png),027 - ribbon,71,stripe,"wavy line,aspect - dense - sparse,aspect - wide - thin,curved line",water,,,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,387,flowing water / 流水 / りゅうすい / ryū sui,,,
437,linked fans / 扇繋ぎ / おうぎつなぎ / ōgi tsunagi,437.png (https://dl.airtable.com/yidiSUgPT9W8gXcB5C9N_437.png),028 - nami,72,stripe,"wavy line,curved line",fan,linked,,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,437,,,,
77,"""hijiki"" stripes / 鹿尾菜縞 / ひじきじま / hijiki jima",77.png (https://dl.airtable.com/rBMMjs1TCKyluDZ8CgU4_77.png),029 - tousled,73,stripe,"non-straight line,curved line",,,,,variant,01 - pattern,02 - 1gon,10 - tatewaku,382,stumbling stripes / 蹌踉縞 / よろけじま / yoroke jima,,,
78,rain stripes / 雨縞 / あめじま / ame jima,78.png (https://dl.airtable.com/UwLehTOCSpKBdKZ2xOPi_78.png),029 - tousled,74,stripe,"non-straight line,curved line",water,,,,variant,01 - pattern,02 - 1gon,10 - tatewaku,383,,,,
80,French stripes / フランス縞 / ふらんすじま / furansu jima,80.png (https://dl.airtable.com/cuYuqiO9SxyA2zCZnsFy_80.png),029 - tousled,75,stripe,"non-straight line,curved line",,,,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,384,,,,
260,Japanese character for “we” mist / ヱ霞 / えがすみ / e gasumi,260.png (https://dl.airtable.com/ZTW8G5VwRZWB7oXmFg1L_260.png),030 - kasumi,76,stripe,element - stadium,"water,cloud,mist,character",,,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,432,"Japanese character for ""we"" cloud / ヱ雲 / えくも / e kumo",Japanese character for “e” mist / エ霞 / えがすみ / e gasumi,"Japanese character for ""e"" cloud / エ雲 / えくも / e kumo",
331,decaying tree / 朽木 / くちき / kuchi ki,331.png (https://dl.airtable.com/71ix0b75ScyZavOxF4OL_331.png),030 - kasumi,77,stripe,element - stadium,plant,,,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,433,,,,
261,linked mist / 霞繋ぎ / かすみつなぎ / kasumi tsunagi,261.png (https://dl.airtable.com/XqtTLRiS22wg6hTvhMkK_261.png),030 - kasumi,78,stripe,"curved line,element - stadium","water,mist",linked,刺し子,,one-off / other,01 - pattern,02 - 1gon,10 - tatewaku,346,,,,
121,mesh / 網目 / あみめ / amime / net eye,"121.png (https://dl.airtable.com/FiSyk98hSSeEGDDaObYW_121.png),121b.png (https://dl.airtable.com/7Vf4Nl0bQGqko9kL1k1G_121b.png)",031 - amime,79,4-agonal grid - square,"non-straight line,aspect - wide - thin,aspect - over - under,curved line,wavy line,aspect - waves & circumscriptions",net / mesh,,,,basic building block,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,260,,,,
175,plover swastika / 千鳥万字 / ちどりまんじ / chidori manji,175.png (https://dl.airtable.com/aYX8MwoaQO2E5RQXcvW5_175.png),032 - chidori,80,4-agonal grid - square,"element - swastika / pinwheel / spiral,aspect - all curvy-edged,curved line,aspect - waves & circumscriptions,wavy line,element - hash / lattice",bird,linked,,,basic building block,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,295,linked plovers / 千鳥繋ぎ / ちどりつなぎ / chidori tsunagi,,,
176,linked plovers / 千鳥繋ぎ / ちどりつなぎ / chidori tsunagi,176.png (https://dl.airtable.com/CMUovIrVTRa3106SsE3p_176.png),032 - chidori,81,4-agonal grid - square,"element - swastika / pinwheel / spiral,aspect - all curvy-edged,curved line,aspect - waves & circumscriptions,wavy line",bird,linked,刺し子,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,296,,,,
127,bird sleeve / 鳥襷 / とりだすき / tori dasuki,"127b.png (https://dl.airtable.com/br071VFaQVKJiBZeEDQZ_127b.png),127.png (https://dl.airtable.com/jzFi873rQuiuhJnmcc1y_127.png)",033 - tori dasuki,82,4-agonal grid - square,"aspect - waves & circumscriptions,aspect - wide - thin,curved line,element - swastika / pinwheel / spiral,wavy line,element - gingko leaf,aspect - bird sleeve layout",sleeve,linked,,Make sure to tilt your head 45 degrees to see the relationship to others in this category.,complex compound,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,267,linked circles / 丸繋ぎ / まるつなぎ / maru tsunagi,,,
128,double bird sleeve / 二重鳥襷 / にじゅうどりだすき / nijū dori dasuki ,128.png (https://dl.airtable.com/Fqdt42hTgep58TjUpqJY_128.png),034 - tori dasuki kawari,83,4-agonal grid - square,"aspect - waves & circumscriptions,aspect - wide - thin,curved line,wavy line,element - gingko leaf,aspect - bird sleeve layout",sleeve,layered,刺し子,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,269,linked circles / 丸繋ぎ / まるつなぎ / maru tsunagi,,,
129,linked half-circles / 半丸繋ぎ / はんまるつなぎ / han maru tsunagi,129.png (https://dl.airtable.com/lafT5xhRGyhh2fp4qY41_129.png),034 - tori dasuki kawari,84,4-agonal grid - square,"aspect - waves & circumscriptions,aspect - wide - thin,curved line,wavy line,element - gingko leaf,aspect - bird sleeve layout",,linked,刺し子,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,270,linked circles / 丸繋ぎ / まるつなぎ / maru tsunagi,,,
183,swastika kite / 万字凧 / まんじたこ / manji tako,183.png (https://dl.airtable.com/DjufDDkTmu37fhkkPyIZ_183.png),034 - tori dasuki kawari,85,4-agonal grid - square,"aspect - wide - thin,element - swastika / pinwheel / spiral,aspect - non-45 degree angles,aspect - bird sleeve layout",kite,,刺し子,,one-off / other,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,301,,,,
126,linked copper counterweights / 分銅繋ぎ / ふんどうつなぎ / fundō tsunagi,"126b.png (https://dl.airtable.com/dPRxhlvqQNaquo4BeYQ9_126b.png),126.png (https://dl.airtable.com/nygZX9gdRU6OQk2t2r0B_126.png)",035 - fundo,86,4-agonal grid - square,"aspect - waves & circumscriptions,aspect - wide - thin,element - fundo,curved line,element - swastika / pinwheel / spiral,wavy line",copper counterweight,linked,,,basic building block,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,266,flowing swastikas / 流万字 / りゅうまんじ / ryū manji,,,
131,blue sea wave / 青海波 / せいがいは / seigaiha,"131.png (https://dl.airtable.com/B3PvdRISQm7O8Rj7JOfh_131.png),131b.png (https://dl.airtable.com/AG2veAfeTFKGIAoEhkMc_131b.png),131c.png (https://dl.airtable.com/yNoqgxxSgyXl5i5O3ltX_131c.png)",036 - seigaiha,87,4-agonal grid - rhombus,"aspect - waves & circumscriptions,element - gingko leaf",water,,,,basic building block,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,271,,,,
132,true gold blue sea wave / 真金青海波 / めがねせいがいは / me gane seigaiha,132.png (https://dl.airtable.com/1RDKfFw3RkCbMIFEsfDY_132.png),037 - seigaiha kawari,88,4-agonal grid - square,"aspect - waves & circumscriptions,element - gingko leaf",water,,,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,272,,,,
133,pampas grass / 野分 / のわき / nowaki / autumn typhoon,133.png (https://dl.airtable.com/Og5eWyU8Q0mo1R5EJXog_133.png),037 - seigaiha kawari,89,4-agonal grid - square,"aspect - waves & circumscriptions,element - gingko leaf",grass,,刺し子,"The name refers to an autumn typhon, but the image depicts pampas grass being blown by one.",variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,273,,,,
143,chrysanthemum blue sea wave / 菊青海波 / きくせいがいは / kiku seigaiha,143.png (https://dl.airtable.com/iv1sPHVHTwGiDZr2zhuF_143.png),037 - seigaiha kawari,90,4-agonal grid - rhombus,"element - gingko leaf,aspect - waves & circumscriptions","water,chrysanthemum",,,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,333,,,,
435,shark / 鮫 / さめ / same,435.png (https://dl.airtable.com/AJdj0ZJZRvaxesRP4cln_435.png),037 - seigaiha kawari,91,4-agonal grid - rhombus,"basic element - 1 - ring / circle / dot,element - gingko leaf,aspect - waves & circumscriptions","shark,animal epidermis",,小紋,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,436,disorderly shark / 乱れ鮫 / みだれさめ / midare same,,,
134,blue sea wave rhombus / 菱青海波 / ひしせいがいは / hishi seigaiha,"134.png (https://dl.airtable.com/UFhFmBCQp6gifR7M2avH_134.png),134b.png (https://dl.airtable.com/gF5e1pOfR0CQKX5vRXeR_134b.png)",037 - seigaiha kawari,92,4-agonal grid - rhombus,"zig-zag,element - L-shape,element - chevron,basic element - 4 - rhombus,element - hash / lattice",water,,,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,274,little wave / 小波 / さざなみ / saza nami,,,
228,sake bottle wickerwork / 徳利網代 / とっくりあじろ / tokkuri ajiro,228.png (https://dl.airtable.com/QYGwdUtQQxmigfRGB22y_228.png),038 - wave & circumscription - advanced,93,4-agonal grid - square,"aspect - waves & circumscriptions,aspect - wide - thin,curved line","container,wickerwork,cypress fence",,,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,265,sake bottle cypress fence / 徳利桧垣 / とっくりひがき / tokkuri higaki,,,
130,linked copper counterweights and rings / 分銅輪繋ぎ / ふんどうわつなぎ / fundō wa tsunagi,130.png (https://dl.airtable.com/o7E8dwsGRbSG3Ikm6n4Q_130.png),039 - wave & circumscription - hybrid,94,4-agonal grid - rhombus,"aspect - waves & circumscriptions,basic element - 1 - ring / circle / dot,element - star - cross,element - fundo,element - star - general,element - warped square","water,ring,copper counterweight","linked,broken",組子,,complex compound,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,361,broken blue sea / 青海崩し / あおみくずし / aomi kuzushi,,,
236,linked fans / 扇繋ぎ / おうぎつなぎ / ōgi tsunagi,236b.png (https://dl.airtable.com/k1zll52SWKzm8asx4SFz_236b.png),039 - wave & circumscription - hybrid,95,4-agonal grid - rhombus,"wavy line,curved line,element - fundo,element - gingko leaf",fan,linked,,,variant,01 - pattern,03 - 4gon,11 - amime / seigaiha / fundo,268,,,,
158,seven treasures / 七宝 / しっぽう / shippō,158.png (https://dl.airtable.com/fFWA0WKSHilZT2f1kfRl_158.png),040 - shippo,96,4-agonal grid - square,"polyelement - linked rings,basic element - 1 - ring / circle / dot,aspect - waves & circumscriptions,element - star - cross,element - 2 - lens,wavy line,element - warped square,aspect - overlapping circles,element - star - warped",treasure / money,,,Came to be read as しっぽう instead of しちぽう because it has four sides.,basic building block,01 - pattern,03 - 4gon,12 - shippo / shokko,356,,,,
160,dotted seven treasures / 星七宝 / ほししっぽう / hoshi shippō,160.png (https://dl.airtable.com/pOnh6iITle3lnfR7YamA_160.png),041 - shippo kawari,97,4-agonal grid - square,"polyelement - linked rings,basic element - 1 - ring / circle / dot,aspect - waves & circumscriptions,element - star - cross,element - 2 - lens,element - star - general,element - warped square,aspect - overlapping circles,element - star - warped",treasure / money,,,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,357,,,,
161,squared-off seven treasures / 角七宝 / かくしっぽ / kaku shippo,161.png (https://dl.airtable.com/TsTEgb5YRYGuvwb5pOOf_161.png),041 - shippo kawari,98,4-agonal grid - square,basic element - 4 - rhombus,treasure / money,squared-off,刺し子,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,363,,,,
269,linked triple rhombus / 三重菱繋ぎ / みえびしつなぎ / mie bishi tsunagi,269.png (https://dl.airtable.com/MdcO9E5jQJqi8wq7YnIX_269.png),041 - shippo kawari,99,4-agonal grid - rhombus,"basic element - 4 - trapezoid,basic element - 4 - rhombus",,linked,,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,331,,,,
74,grid stitch / 方眼刺し / ほうがんさし / hōgan sashi,74.png (https://dl.airtable.com/kP6jBW7Spq9IOYUlHXII_74.png),041 - shippo kawari,100,4-agonal grid - square,cluster of four,,,刺し子,,one-off / other,01 - pattern,03 - 4gon,12 - shippo / shokko,429,,,,
159,exotic seven treasures / 南蛮七宝 / なんばんしっぽう / namban shippō,159.png (https://dl.airtable.com/1p0oEafzRo2e6aB5MRq5_159.png),042 - shippo kuzushi,101,4-agonal grid - square,"aspect - waves & circumscriptions,basic element - 1 - ring / circle / dot,element - star - cross,element - fundo,element - star - general,element - warped square,alternate dot and cross-like,aspect - checkered,element - star - warped",treasure / money,,,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,358,,,,
273,silk cross / 御召十 / おめしじゅう / omeshi jū,273.png (https://dl.airtable.com/QY2yiQ0uSSKqQshz3T5n_273.png),042 - shippo kuzushi,102,4-agonal grid - square,"element - warped square,element - star - cross,basic element - 1 - ring / circle / dot,alternate dot and cross-like,aspect - checkered",fabric,,,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,427,,,,
257,pear / 梨 / なし / nashi,257.png (https://dl.airtable.com/8augjNaGT9yr5eq7cusz_257.png),042 - shippo kuzushi,103,4-agonal grid - square,"basic element - 1 - ring / circle / dot,aspect - empty / outline,alternate dot and cross-like,aspect - checkered","pear,plant",,絞り,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,418,,,,
430,Goryeo edging / 高麗縁 / こうらいべり / kōrai beri,430.png (https://dl.airtable.com/LchtIEMNRANjLiqKGJMg_430.png),042 - shippo kuzushi,104,4-agonal grid - square,"basic element - 1 - ring / circle / dot,element - warped square,element - star - warped,basic element - 4 - square",,,,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,359,,,,
68,flower cross / 花十字 / はなじゅうじ / hana jūji,68.png (https://dl.airtable.com/RLq2XdZsTMuxsZ08cyoP_68.png),043 - flower cross,105,4-agonal grid - square,"element - star - cross,basic element - 6 - hexagon,element - star - lakshmi,element - star - general","flower,plant",,刺し子,,one-off / other,01 - pattern,03 - 4gon,12 - shippo / shokko,366,,,,
162,transfigured squared-off seven treasures / 変わり角七宝 / かわりかくしっぽ / kawari kaku shippo,162.png (https://dl.airtable.com/8TGFFbKR6WrsRzBYMyxw_162.png),044 - flower cross kawari,106,4-agonal grid - square,"element - star - general,basic element - 4 - kite,aspect - checkered,element - star - lakshmi",treasure / money,"transfigured,squared-off",刺し子,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,364,,,,
275,transfigured cross flower / 変わり十字花 / かわりじゅうじはな / kawari jūji hana,275.png (https://dl.airtable.com/uTJy7g3vTQChVUlxBKjq_275.png),044 - flower cross kawari,107,4-agonal grid - square,"element - star - cross,basic element - 4 - kite,basic element - 6 - hexagon,element - star - lakshmi,element - star - general","flower,plant",transfigured,刺し子,,complex compound,01 - pattern,03 - 4gon,12 - shippo / shokko,367,,,,
297,Shu river / 蜀江 / しょっこ / shokko,"297.png (https://dl.airtable.com/XlJ79Z6wRmCdjPRayJvE_297.png),297b.png (https://dl.airtable.com/ZeCEHdY7QMuudMqPCkDC_297b.png)",045 - shokko,108,4-agonal grid - square,"basic element - 8 - octagon,basic element - 4 - square","water,tortoise shell,animal epidermis",,,,basic building block,01 - pattern,03 - 4gon,12 - shippo / shokko,403,Shu shell / 蜀甲 / しょっこ / shokko,,,
295,coin / 銭 / ぜに / zeni,295.png (https://dl.airtable.com/PlmXaa5lREux1SEbD4O6_295.png),046 - with squares like shokko,109,4-agonal grid - square,"basic element - 8 - octagon,basic element - 6 - hexagon,basic element - 4 - square",treasure / money,,,,variant,01 - pattern,03 - 4gon,12 - shippo / shokko,404,,,,
274,transfigured flower cross / 変わり花十字 / かわりはなじゅうじ / kawari hana jūji,274.png (https://dl.airtable.com/lkrqIfoGQBetrKazk420_274.png),046 - with squares like shokko,110,4-agonal grid - square,"element - star - cross,basic element - 4 - square,element - fundo","flower,plant",transfigured,刺し子,,one-off / other,01 - pattern,03 - 4gon,12 - shippo / shokko,368,,,,
290,layered tortoise shell / 重ね亀甲 / かさねきっこう / kasane kikkō,290.png (https://dl.airtable.com/U4eHwyeRLKkxraTaRx32_290.png),046 - with squares like shokko,111,4-agonal grid - square,"basic element - 4 - kite,basic element - 4 - square","tortoise shell,animal epidermis",layered,,,complex compound,01 - pattern,03 - 4gon,12 - shippo / shokko,365,,,,
244,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,244.png (https://dl.airtable.com/nZ3QEs9XS3q3FsCHVhVV_244.png),047 - kaku tsunagi,112,4-agonal grid - square,"basic element - 4 - square,polyelement - linked quadrilaterals,element - star - cross,element - L-shape,aspect - over - under",,linked,,,basic building block,01 - pattern,03 - 4gon,13 - kakutsunagi,315,,,,
248,Rokuyata lattice / 六弥太格子 / ろくやたごうし / rokuyata gōshi,"248.png (https://dl.airtable.com/wRZrG36BSvCaVg9rNAQ1_248.png),248b.png (https://dl.airtable.com/r5WNY2jlQb64sEHT66fB_248b.png)",048 - kaku tsunagi kawari,113,4-agonal grid - square,"basic element - 4 - square,polyelement - linked quadrilaterals,element - star - cross,aspect - over - under,element - L-shape,aspect - checkered","kabuki,box,container",,,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,316,packed three measuring boxes / 詰三枡 / つめみます / tsume mi masu,,,
245,braided rhombus / 組菱 / くみびし / kumi hishi,245.png (https://dl.airtable.com/nEcW1W91TCF78GGQS4As_245.png),048 - kaku tsunagi kawari,114,4-agonal grid - rhombus,"polyelement - linked quadrilaterals,aspect - over - under,pairs of offset rectangles",,braided,,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,305,,,,
240,four braided rhombuses / 四つ組菱 / よつくみびし / yotsu kumi hishi,240.png (https://dl.airtable.com/V0UiyDprRGKY1Uaegmpp_240.png),048 - kaku tsunagi kawari,115,4-agonal grid - rhombus,"basic element - 4 - rhombus,polyelement - linked quadrilaterals",,braided,,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,321,,,,
243,layered measuring box / 重ね枡 / かさねます / kasane masu,243.png (https://dl.airtable.com/1eiboFYFSgK8LV9PJoFs_243.png),048 - kaku tsunagi kawari,116,4-agonal grid - square,"basic element - 4 - square,polyelement - linked quadrilaterals,element - star - cross","box,container","layered,linked",刺し子,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,320,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,,
200,legendary two-headed bird well girder / 比翼井桁 / ひょくいげた / hyoku igeta,200.png (https://dl.airtable.com/HDI6AYpFQ2Z0NLngwNR1_200.png),049 - kaku tsunagi kasane,117,4-agonal grid - square,"basic element - 4 - square,basic element - 3 - triangle,polyelement - linked quadrilaterals,element - star - cross","well,bird",,,,complex compound,01 - pattern,03 - 4gon,13 - kakutsunagi,319,,,,
241,layered linked measuring box / 重ね枡繋ぎ / かさねますつなぎ / kasane masu tsunagi,241.png (https://dl.airtable.com/PVwOOrlORoiExky4qw8X_241.png),049 - kaku tsunagi kasane,118,4-agonal grid - square,"basic element - 4 - square,basic element - 3 - triangle,polyelement - linked quadrilaterals,element - star - cross","box,container","layered,linked",,"I do not understand why ""layered"" makes this pattern less dense than it looks without.",complex compound,01 - pattern,03 - 4gon,13 - kakutsunagi,318,,,,
250,linked measuring box / 枡繋ぎ  / ますつなぎ / masu tsunagi,250.png (https://dl.airtable.com/b0TVNgI5S4yVmUSqVeHF_250.png),049 - kaku tsunagi kasane,119,4-agonal grid - square,"basic element - 4 - square,element - star - cross,basic element - 3 - triangle,polyelement - linked quadrilaterals,aspect - concentricity,element - hash / lattice","box,container",linked,,,complex compound,01 - pattern,03 - 4gon,13 - kakutsunagi,317,,,,
224,"Japanese character for ""field"" rhombus / 菱田ノ字 / ひしだのじ / hishi da no ji",224.png (https://dl.airtable.com/H6ngq9x4SqGskhcFPGhj_224.png),050 - igeta,120,4-agonal grid - rhombus,"basic element - 4 - rhombus,element - hash / lattice,polyelement - linked quadrilaterals",character,,,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,326,,,,
225,linked rhombus well girder / 菱井桁繋ぎ / ひしいげたつなぎ / hishi igeta tsunagi,225.png (https://dl.airtable.com/dIAUA0vESMibaqAODqzg_225.png),050 - igeta,121,4-agonal grid - rhombus,basic element - 4 - rhombus,well,linked,,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,329,linked rhombus well curb / 菱井筒繋ぎ / ひしいづつつなぎ / hishi izutsu tsunagi,,,
203,well curb split-rhombus / 井筒割菱 / いづつわりびし / izutsu wari bishi,203.png (https://dl.airtable.com/2mbjsQGXTbinuMaDhzjD_203.png),050 - igeta,122,4-agonal grid - rhombus,"basic element - 4 - rhombus,polyelement - linked quadrilaterals,split-rhombus",well,split,組子,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,328,,,,
202,linked split-rhombus / 割菱繋ぎ / わりびしつなぎ / wari bishi tsunagi,202.png (https://dl.airtable.com/GPhZDAiLRQypfhJ59X8N_202.png),050 - igeta,123,4-agonal grid - rhombus,"basic element - 4 - rhombus,polyelement - linked quadrilaterals,split-rhombus",,"linked,split",組子,,variant,01 - pattern,03 - 4gon,13 - kakutsunagi,327,,,,
221,rhombus mesh / 菱網 / ひしもう / hishi mō,221.png (https://dl.airtable.com/XoZRQI0RQsSpU0bFFcMv_221.png),051 - koshi,124,4-agonal grid - rhombus,"basic element - 4 - rhombus,polyelement - linked quadrilaterals",net / mesh,,,,basic building block,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,322,one-layer rhombus / 一重菱 / ひとえびし / hitoe bishi,,,
222,double rhombus / 二重菱 / ふたえびし / nijū hishi,222.png (https://dl.airtable.com/hbdxtatRuiZWUZiiAKYw_222.png),052 - koshi clusters,125,4-agonal grid - rhombus,"basic element - 4 - rhombus,polyelement - linked quadrilaterals,polyelement - clusters of counts of stripes",,layered,,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,323,,,,
223,triple rhombus / 三重菱 / さんじゅうびし / sanjū bishi,223.png (https://dl.airtable.com/QPe46VsSSe6wn4onjCX8_223.png),052 - koshi clusters,126,4-agonal grid - rhombus,"basic element - 4 - rhombus,polyelement - linked quadrilaterals,cluster of three,polyelement - clusters of counts of stripes,element - hash / lattice",,layered,,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,324,,,,
304,three-five-six stripes / 三津五郎縞 / みつごろうじま / mitsu go rō jima,"304.png (https://dl.airtable.com/dCPSGWkTaCQSnOQatEGv_304.png),304b.png (https://dl.airtable.com/HTvVjkVT62JRv3CKSyGB_304b.png)",052 - koshi clusters,127,4-agonal grid - square,"straight line,polyelement - clusters of counts of stripes,element - hash / lattice",,,,,complex compound,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,397,,,,
308,Goryeo lattice / 高麗格子 / こうらいごうし / kōrai gōshi,308.png (https://dl.airtable.com/R4YQDGg3QLGvkssxSnhI_308.png),053 - koshi clusters - two widths,128,4-agonal grid - square,"lines of different widths,element - hash / lattice",,,,,complex compound,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,399,,,,
309,miso strainer lattice / 味噌漉格子 / みそこしごうし / miso koshi gōshi,"309.png (https://dl.airtable.com/RPNxpYImRHmZhqPihiVU_309.png),309b.png (https://dl.airtable.com/uI1G1qWFRIOX6OhyXUkJ_309b.png)",053 - koshi clusters - two widths,129,4-agonal grid - square,"lines of different widths,element - hash / lattice",food,,,,complex compound,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,400,,,,
310,three measuring box lattice / 三枡格子 / みますごうし / mitsu masu gōshi,"310b.png (https://dl.airtable.com/AVuALc4dRw27djAJJ4zw_310b.png),310.png (https://dl.airtable.com/PFX9894gT2yCPJPScHi6_310.png)",053 - koshi clusters - two widths,130,4-agonal grid - square,"lines of different widths,polyelement - clusters of counts of stripes,cluster of three,element - hash / lattice","box,container",,,,complex compound,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,401,,,,
307,pregnant lattice / 子持格子 / こもちごうし / komochi gōshi,307.png (https://dl.airtable.com/347kGqxZRTSRHSDYJi80_307.png),054 - koshi kawari,131,4-agonal grid - square,"straight line,lines of different widths,element - hash / lattice",,pregnant,,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,398,,,,
313,rain dragon side road / 雨龍間道 / あまりょうかんどう / ama ryō kandō,313.png (https://dl.airtable.com/GLFxxSYOSbmfTrwEjFlD_313.png),054 - koshi kawari,132,4-agonal grid - square,element - hash / lattice,side road,,,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,402,,,,
88,one broken / 一崩し / いちくずし / ichi kuzushi,88.png (https://dl.airtable.com/rjSdBfqSXK2z88t5nq3w_88.png),055 - ajiro,133,4-agonal grid - square,"basic element - 2 - bar / dash,aspect - over - under",rod,broken,,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,407,,,,
201,wickerwork split-rhombus / 網代割菱 / あじろわりびし / ajiro wari bishi,201.png (https://dl.airtable.com/BNODZfg2RKapWR0lJWRw_201.png),056 - ajiro kawari,134,4-agonal grid - various,"aspect - over - under,element - swastika / pinwheel / spiral,basic element - 4 - square,basic element - 2 - bar / dash,split-rhombus","wickerwork,fabric","broken,split",,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,330,cypress fence split rhombus / 檜垣割菱 / ひがきわりびし / higaki wari bishi,broken gossamer figure / 紗綾崩し / さやくずし / saya kuzushi,,
227,transfigured wickerwork / 変わり網代 / かわりあじろ / kawari ajiro,227.png (https://dl.airtable.com/dcokHOuOQTaIO6oTlC6M_227.png),056 - ajiro kawari,135,4-agonal grid - square,"aspect - waves & circumscriptions,curved line,aspect - wide - thin,element - swastika / pinwheel / spiral,bar with dots at ends",wickerwork,transfigured,,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,264,,,,
87,broken counting rods / 算木崩し / さんぎくずし / sangi kuzushi,87.png (https://dl.airtable.com/Jk1OWiF6QSivsyCHJwGi_87.png),057 - sangi,136,4-agonal grid - square,"basic element - 2 - bar / dash,aspect - over - under,aspect - checkered","rod,abacus","broken,braided",,,basic building block,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,406,#-count broken stripes / 何崩し縞 / なんくずしじま / kuzushijima,braided wickerwork / 網代組 / あじろくみ / ajiro kumi,# of broken characters / 何ノ字崩し / なんのじくずし / nan no ji kuzushi,cobblestone / 石畳 / いしだたみ / ishidatami
186,rhombus swastika / 菱万字 / ひしまんじ / hishi manji,186.png (https://dl.airtable.com/Wx0YeOpR3ScS0liF01Tm_186.png),058 - sangi koshi hybrid,137,4-agonal grid - rhombus,"element - swastika / pinwheel / spiral,aspect - over - under,basic element - 4 - rhombus,polyelement - linked quadrilaterals,pairs of offset rectangles",,,刺し子,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,304,,,,
191,well girder lattice / 井桁格子 / いげたこうし / igeta kōshi,191.png (https://dl.airtable.com/Ac3ky7UqTXaW8MO7pojg_191.png),058 - sangi koshi hybrid,138,4-agonal grid - square,"element - swastika / pinwheel / spiral,aspect - over - under,basic element - 4 - square,polyelement - linked quadrilaterals,pairs of offset rectangles,element - hash / lattice",well,,刺し子,,variant,01 - pattern,03 - 4gon,14 - koshi / sangi / ajiro,306,,,,
278,through / 通し / とうし / tōshi,278.png (https://dl.airtable.com/0fImXsdFSxWqRQl34Ggi_278.png),059 - through,139,4-agonal grid - square,basic element - 1 - ring / circle / dot,,through,小紋,,basic building block,01 - pattern,03 - 4gon,15 - through,413,,,,
