id,images,order,geometry,represents,category,subcategory,notes,Primary Name - Japanese,Primary Name - English Translation,Primary Name - Hiragana Reading,Primary Name - Romaji,Primary Name - English Substitutions for Kanji,Secondary Name - Japanese,Secondary Name - English Translation,Secondary Name - Hiragana Reading,Secondary Name - Romaji,Secondary Name - English Substitutions for Kanji,Tertiary Name - Japanese,Tertiary Name - English Translation,Tertiary Name - Hiragana Reading,Tertiary Name - Romaji,Tertiary Name - English Substitutions for Kanji,Quaternary Name - Japanese,Quaternary Name - English Translation,Quaternary Name - Hiragana Reading,Quaternary Name - Romaji,Quaternary Name - English Substitutions for Kanji,Quinternary Name - Japanese,Quinternary Name - English Translation,Quinternary Name - Hiragana Reading,Quinternary Name - Romaji,Quinternary Name - English Substitutions for Kanji
331,331.png (https://dl.airtable.com/71ix0b75ScyZavOxF4OL_331.png),103,"element - O-shaped - stadium,repetition - stripe",plant - other,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mist / 霞 / かすみ / kasumi,,朽木,decaying tree,くちき,kuchiki,decay tree,,,,,,,,,,,,,,,,,,,,
261,261.png (https://dl.airtable.com/XqtTLRiS22wg6hTvhMkK_261.png),104,"basic element - line - non-straight - non-wavy curved,element - O-shaped - stadium,repetition - stripe",water - gas,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mist / 霞 / かすみ / kasumi,,霞繋ぎ,linked mist,かすみつなぎ,kasumi tsunagi,mist link,,,,,,,,,,,,,,,,,,,,
522,522.png (https://dl.airtable.com/sKjS6052QfyuPBZ4URib_522.png),105,"basic element - line - non-straight - other,repetition - stripe",net / mesh,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mesh / 網目 / あみめ / amime,,神通網,Abhijñā net,じんつうあみ,jintsū ami,god through net,,,,,,,,,,,,,,,,,,,,
121,"121.png (https://dl.airtable.com/FiSyk98hSSeEGDDaObYW_121.png),121b.png (https://dl.airtable.com/7Vf4Nl0bQGqko9kL1k1G_121b.png)",106,"""aspect - alternating - wide, thin"",""aspect - alternating - over, under"",basic element - line - non-straight - wavy,aspect - waves & circumscriptions,repetition - 4-agonal grid - level,element - O-shaped - lens",net / mesh,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mesh / 網目 / あみめ / amime,,網目,mesh,あみめ,amime,net eye,,,,,,,,,,,,,,,,,,,,
545,545.png (https://dl.airtable.com/ZSWMysTSKUijVd0XJYQ5_545.png),107,"""aspect - alternating - over, under"",aspect - waves & circumscriptions,repetition - 4-agonal grid - level,basic element - line - non-straight - wavy,element - O-shaped - lens,""aspect - alternating - wide, thin""",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mesh / 網目 / あみめ / amime,,乱れ立涌,disorderly rising water,みだれたてわく,midare tatewaku,disorder stand gush,,,,,,,,,,,,,,,,,,,,
567,567.png (https://dl.airtable.com/a0hIsj9oSYybGbvC2Tjz_567.png),108,"element - warped square cross star thing,element - O-shaped - lens,repetition - 4-agonal grid - level",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mesh / 網目 / あみめ / amime,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
558,558.png (https://dl.airtable.com/Cq5YZXVTV2SP2cv0GNyJ_558.png),109,"element - warped square cross star thing,element - O-shaped - lens,repetition - 4-agonal grid - level",,pattern with linear symmetry / 線対称文様 / せんたいしょうもんよう / sentaishō monyō,mesh / 網目 / あみめ / amime,,北斎文様,a Hokusai pattern,ほくさいもんよう,hokusai monyō,,,,,,,,,,,,,,,,,,,,,
175,175.png (https://dl.airtable.com/aYX8MwoaQO2E5RQXcvW5_175.png),110,"element - swastika / pinwheel / spiral,aspect - waves & circumscriptions,basic element - line - non-straight - wavy,element - hash / lattice - other,repetition - 4-agonal grid - level",animal - bird,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,plover / 千鳥 / ちどり / chidori,,千鳥万字,plover swastika,ちどりまんじ,chidori manji,thousand bird ten-thousand character,千鳥繋ぎ,linked plovers,ちどりつなぎ,chidori tsunagi,thousand bird link,,,,,,,,,,,,,,,
176,176.png (https://dl.airtable.com/CMUovIrVTRa3106SsE3p_176.png),111,"element - swastika / pinwheel / spiral,aspect - waves & circumscriptions,basic element - line - non-straight - wavy,repetition - 4-agonal grid - level",animal - bird,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,plover / 千鳥 / ちどり / chidori,,千鳥繋ぎ,linked plovers,ちどりつなぎ,chidori tsunagi,thousand bird link,,,,,,,,,,,,,,,,,,,,
127,"127.png (https://dl.airtable.com/jzFi873rQuiuhJnmcc1y_127.png),127b.png (https://dl.airtable.com/dBX1sQixTQCy1SoLzs9O_127b.png)",112,"aspect - waves & circumscriptions,""aspect - alternating - wide, thin"",element - swastika / pinwheel / spiral,basic element - line - non-straight - wavy,element - gingko leaf shape,aspect - bird sleeve layout,repetition - 4-agonal grid - level",sleeve,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,"bird ""tasuki"" / 鳥襷 / とりだすき / tori dasuki",Make sure to tilt your head 45 degrees to see the relationship to others in this category.,鳥襷,"bird ""tasuki""",とりだすき,tori dasuki,bird kimono-sleeve-tuck-cord,丸繋ぎ,linked circles,まるつなぎ,maru tsunagi,circle link,,,,,,,,,,,,,,,
128,128.png (https://dl.airtable.com/Fqdt42hTgep58TjUpqJY_128.png),113,"aspect - waves & circumscriptions,""aspect - alternating - wide, thin"",basic element - line - non-straight - wavy,element - gingko leaf shape,aspect - bird sleeve layout,repetition - 4-agonal grid - level",sleeve,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,"bird ""tasuki"" / 鳥襷 / とりだすき / tori dasuki",,二重鳥襷,"double bird ""tasuki""",にじゅうどりだすき,nijū dori dasuki,two layer bird kimono-sleeve-tuck-cord,丸繋ぎ,linked circles,まるつなぎ,maru tsunagi,circle link,,,,,,,,,,,,,,,
129,129.png (https://dl.airtable.com/UT6pI39jQjuNpv8Kxxpd_129.png),114,"aspect - waves & circumscriptions,""aspect - alternating - wide, thin"",basic element - line - non-straight - wavy,element - gingko leaf shape,aspect - bird sleeve layout,repetition - 4-agonal grid - level",sleeve,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,"bird ""tasuki"" / 鳥襷 / とりだすき / tori dasuki",,半丸繋ぎ,linked half-circles,はんまるつなぎ,han maru tsunagi,half circle link,丸繋ぎ,linked circles,まるつなぎ,maru tsunagi,circle link,,,,,,,,,,,,,,,
183,183.png (https://dl.airtable.com/DjufDDkTmu37fhkkPyIZ_183.png),115,"""aspect - alternating - wide, thin"",element - swastika / pinwheel / spiral,aspect - non-45 degree angles,aspect - bird sleeve layout,repetition - 4-agonal grid - level",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,"bird ""tasuki"" / 鳥襷 / とりだすき / tori dasuki",,万字凧,swastika kite,まんじたこ,manji tako,ten-thousand character kite,,,,,,,,,,,,,,,,,,,,
126,"126.png (https://dl.airtable.com/nygZX9gdRU6OQk2t2r0B_126.png),126b.png (https://dl.airtable.com/VmA4n3VAQGWK5Y1xWjX0_126b.png),126c.png (https://dl.airtable.com/aUQovC3zS5KUNDXTa3ul_126c.png)",116,"aspect - waves & circumscriptions,""aspect - alternating - wide, thin"",element - hourglass - fundo,element - swastika / pinwheel / spiral,basic element - line - non-straight - wavy,repetition - 4-agonal grid - level",tool - counterweight,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,分銅繋ぎ,linked counterweights,ふんどうつなぎ,fundō tsunagi,part copper link,流万字,flowing swastikas,りゅうまんじ,ryū manji,flow ten-thousand character,流万字,flowing swastikas,ながれまんじ,nagare manji,flow ten-thousand character,,,,,,,,,,
131,"131.png (https://dl.airtable.com/B3PvdRISQm7O8Rj7JOfh_131.png),131b.png (https://dl.airtable.com/jM5pAkL1TwqyhcFTUoXy_131b.png),131c.png (https://dl.airtable.com/gAKrEr4VTcwKVT2NsTG4_131c.png)",117,"aspect - waves & circumscriptions,element - gingko leaf shape,repetition - 4-agonal grid - oblique",water - liquid,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,青海波,blue sea wave,せいがいは,seigaiha,blue sea wave,,,,,,,,,,,,,,,,,,,,
132,132.png (https://dl.airtable.com/xlkFY6v1Qj6Pew3c8Y9j_132.png),118,"aspect - waves & circumscriptions,element - gingko leaf shape,repetition - 4-agonal grid - level",water - liquid,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,真金青海波,true gold blue sea wave,まがねせいがいは,magane seigaiha,truth gold blue sea wave,,,,,,,,,,,,,,,,,,,,
133,133.png (https://dl.airtable.com/Og5eWyU8Q0mo1R5EJXog_133.png),119,"aspect - waves & circumscriptions,element - gingko leaf shape,repetition - 4-agonal grid - level",plant - grass,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,"The name refers to an autumn typhon, but the image depicts pampas grass being blown by one.",野分,pampas grass,のわき,nowaki,field part,,,,,,,,,,,,,,,,,,,,
143,143.png (https://dl.airtable.com/iv1sPHVHTwGiDZr2zhuF_143.png),120,"element - gingko leaf shape,aspect - waves & circumscriptions,repetition - 4-agonal grid - oblique","water - liquid,plant - chrysanthemum",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,菊青海波,chrysanthemum blue sea wave,きくせいがいは,kiku seigaiha,chrysanthemum blue sea wave,,,,,,,,,,,,,,,,,,,,
524,524.png (https://dl.airtable.com/1V1qz7V8TLy0PhzCdyx8_524.png),121,"aspect - waves & circumscriptions,element - gingko leaf shape,element - star - cross","water - liquid,plant - pine",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,松波,pine wave,まつなみ,matsu nami,pine wave,,,,,,,,,,,,,,,,,,,,
435,435.png (https://dl.airtable.com/m3J5EhXS6Ct1rjRhH92B_435.png),122,"basic element - 1 - ring / circle / dot,element - gingko leaf shape,aspect - waves & circumscriptions,repetition - 4-agonal grid - oblique","animal - shark,body part - epidermis - other",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,鮫,shark,さめ,same,shark,乱れ鮫,disorderly shark,みだれざめ,midare zame,disorder shark,,,,,,,,,,,,,,,
134,"134.png (https://dl.airtable.com/UFhFmBCQp6gifR7M2avH_134.png),134b.png (https://dl.airtable.com/gF5e1pOfR0CQKX5vRXeR_134b.png)",123,"basic element - line - non-straight - zig-zag,element - L-shaped,element - U-shaped - chevron,basic element - 4 - rhombus,element - hash / lattice - other,repetition - 4-agonal grid - oblique",water - liquid,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,菱青海波,diamond blue sea wave,ひしせいがいは,hishi seigaiha,rhombus blue sea wave,小波,little wave,さざなみ,saza nami,little wave,,,,,,,,,,,,,,,
228,"228.png (https://dl.airtable.com/0Z7sycKYSECeG6Ol3yy1_228.png),228b.png (https://dl.airtable.com/fZFi4OwbS1O5dgIB8n5U_228b.png)",124,"aspect - waves & circumscriptions,""aspect - alternating - wide, thin"",basic element - line - non-straight - non-wavy curved,repetition - 4-agonal grid - level","container - other,wickerwork,cypress fence",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,徳利網代,sake bottle wickerwork,とっくりあじろ,tokkuri ajiro,virtue profit net alternatingly,徳利桧垣,sake bottle cypress fence,とっくりひがき,tokkuri higaki,virtue profit cypress fence,,,,,,,,,,,,,,,
130,130.png (https://dl.airtable.com/o7E8dwsGRbSG3Ikm6n4Q_130.png),125,"aspect - waves & circumscriptions,basic element - 1 - ring / circle / dot,element - star - cross,element - hourglass - fundo,element - warped square cross star thing,repetition - 4-agonal grid - oblique","water - liquid,ring,tool - counterweight",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,分銅輪繋ぎ,linked counterweights and rings,ふんどうわつなぎ,fundō wa tsunagi,part copper ring link,青海崩し,broken blue sea,あおみくずし,aomi kuzushi,blue sea break,,,,,,,,,,,,,,,
236,236b.png (https://dl.airtable.com/k1zll52SWKzm8asx4SFz_236b.png),126,"basic element - line - non-straight - wavy,element - hourglass - fundo,element - gingko leaf shape,repetition - 4-agonal grid - oblique",tool - fan,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,circumscription / 外接 / がいせつ / gaisetsu,,扇繋ぎ,linked fans,おうぎつなぎ,ōgi tsunagi,fan link,,,,,,,,,,,,,,,,,,,,
158,158.png (https://dl.airtable.com/fFWA0WKSHilZT2f1kfRl_158.png),127,"polyelement - linked rings,basic element - 1 - ring / circle / dot,aspect - waves & circumscriptions,element - star - cross,element - O-shaped - lens,basic element - line - non-straight - wavy,element - warped square cross star thing,aspect - overlapping circles - other,element - star - warped,repetition - 4-agonal grid - level",treasure / money,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,"Came to be read as しっぽう which sounds like 四宝, instead of しちぽう which is 七宝, because it has four sides; the ""seven"" referred to the count of different treasures it represented, including gold, silver, and others.",七宝,seven treasures,しっぽう,shippō,seven treasure,,,,,,,,,,,,,,,,,,,,
160,160.png (https://dl.airtable.com/bWw3qcjSGsIzulTycKNQ_160.png),128,"polyelement - linked rings,basic element - 1 - ring / circle / dot,aspect - waves & circumscriptions,element - star - cross,element - O-shaped - lens,element - warped square cross star thing,aspect - overlapping circles - other,element - star - warped,repetition - 4-agonal grid - level",treasure / money,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,星七宝,dotted seven treasures,ほししっぽう,hoshi shippō,star seven treasure,,,,,,,,,,,,,,,,,,,,
161,161.png (https://dl.airtable.com/1jl0fEmpRqSgIapK9dow_161.png),129,"basic element - 4 - rhombus,repetition - 4-agonal grid - level",treasure / money,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,角七宝,squared-off seven treasures,かくしっぽう,kaku shippō,angle seven treasure,,,,,,,,,,,,,,,,,,,,
269,269.png (https://dl.airtable.com/MdcO9E5jQJqi8wq7YnIX_269.png),130,"basic element - 4 - trapezoid,basic element - 4 - rhombus,repetition - 4-agonal grid - oblique",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,三重菱繋ぎ,linked triple diamond,みえびしつなぎ,mie bishi tsunagi,three layer rhombus link,,,,,,,,,,,,,,,,,,,,
74,74.png (https://dl.airtable.com/kP6jBW7Spq9IOYUlHXII_74.png),131,"aspect - of four - cluster,repetition - 4-agonal grid - level",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,方眼刺し,grid stitch,ほうがんさし,hōgan sashi,side eyeball pierce,,,,,,,,,,,,,,,,,,,,
159,159.png (https://dl.airtable.com/R7khC4WhQ2S4y2XcfKXH_159.png),132,"aspect - waves & circumscriptions,basic element - 1 - ring / circle / dot,element - star - cross,element - hourglass - fundo,element - warped square cross star thing,""aspect - alternating - dot-like, cross-like"",aspect - checkered,element - star - warped,repetition - 4-agonal grid - level",treasure / money,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,南蛮七宝,exotic seven treasures,なんばんしっぽう,namban shippō,south barbarian seven treasure,,,,,,,,,,,,,,,,,,,,
273,273.png (https://dl.airtable.com/QY2yiQ0uSSKqQshz3T5n_273.png),133,"element - warped square cross star thing,element - star - cross,basic element - 1 - ring / circle / dot,""aspect - alternating - dot-like, cross-like"",aspect - checkered,repetition - 4-agonal grid - level",fabric,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,御召十,silk cross,おめしじゅう,omeshi jū,honorary summon ten,,,,,,,,,,,,,,,,,,,,
257,257.png (https://dl.airtable.com/GaUcEpnDRqtGnXaCBzrQ_257.png),134,"basic element - 1 - ring / circle / dot,aspect - empty / outline,""aspect - alternating - dot-like, cross-like"",aspect - checkered,repetition - 4-agonal grid - level",plant - pear,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,梨,pear,なし,nashi,pear,,,,,,,,,,,,,,,,,,,,
430,430.png (https://dl.airtable.com/LchtIEMNRANjLiqKGJMg_430.png),135,"basic element - 1 - ring / circle / dot,element - warped square cross star thing,element - star - warped,repetition - 4-agonal grid - level",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,seven treasures / 七宝 / しっぽう / shippō,,高麗縁,Goryeo edging,こうらいべり,kōrai beri,tall beautiful edging,,,,,,,,,,,,,,,,,,,,
295,295.png (https://dl.airtable.com/VU6aAWB9TM6JVroI2aYk_295.png),136,"basic element - 8 - octagon,basic element - 6 - hexagon,basic element - 4 - square,""aspect - alternating - dot-like, cross-like"",repetition - 4-agonal grid - level",treasure / money,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,銭,coin,ぜに,zeni,coin,,,,,,,,,,,,,,,,,,,,
274,274.png (https://dl.airtable.com/UucaziuSFa74sTvMAyKX_274.png),137,"element - star - cross,basic element - 4 - square,element - hourglass - fundo,element - arrow,repetition - 4-agonal grid - level","body part - flower,plant - other",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,変わり花十字,transfigured flower cross,かわりはなじゅうじ,kawari hana jūji,transfigure flower ten character,,,,,,,,,,,,,,,,,,,,
290,290.png (https://dl.airtable.com/3PJy7LtfQ76wBkD8xXes_290.png),138,"basic element - 4 - kite,basic element - 4 - square,repetition - 4-agonal grid - level","animal - tortoise,body part - epidermis - other",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,重ね亀甲,layered tortoise shell,かさねきっこう,kasane kikkō,layer tortoise shell,,,,,,,,,,,,,,,,,,,,
162,162.png (https://dl.airtable.com/8TGFFbKR6WrsRzBYMyxw_162.png),139,"basic element - 4 - kite,aspect - checkered,element - star - lakshmi,repetition - 4-agonal grid - level",treasure / money,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,変わり角七宝,transfigured squared-off seven treasures,かわりかくしっぽう,kawari kaku shippō,transfigure angle seven treasure,,,,,,,,,,,,,,,,,,,,
68,68.png (https://dl.airtable.com/RLq2XdZsTMuxsZ08cyoP_68.png),140,"element - star - cross,basic element - 6 - hexagon,element - star - lakshmi,repetition - 4-agonal grid - level","body part - flower,plant - other",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,花十字,floral cross,はなじゅうじ,hana jūji,flower ten character,,,,,,,,,,,,,,,,,,,,
275,275.png (https://dl.airtable.com/uTJy7g3vTQChVUlxBKjq_275.png),141,"element - star - cross,basic element - 4 - kite,basic element - 6 - hexagon,element - star - lakshmi,repetition - 4-agonal grid - level","body part - flower,plant - other",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,変わり十字花,transfigured cross flower,かわりじゅうじはな,kawari jūji hana,transfigure ten character flower,,,,,,,,,,,,,,,,,,,,
297,"297.png (https://dl.airtable.com/XlJ79Z6wRmCdjPRayJvE_297.png),297b.png (https://dl.airtable.com/ZeCEHdY7QMuudMqPCkDC_297b.png)",142,"basic element - 8 - octagon,basic element - 4 - square,repetition - 4-agonal grid - level","water - liquid,animal - tortoise,body part - epidermis - other",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,蜀江,Shu river,しょっこう,shokkō,Shu large-river,蜀甲,Shu shell,しょっこう,shokkō,Shu shell,,,,,,,,,,,,,,,
518,518.png (https://dl.airtable.com/X7ue2RLlRuSLPKBm8mwV_518.png),143,"element - swastika / pinwheel / spiral,basic element - 4 - square",water - liquid,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,水蜀江,Shu river water,すいしょっこう,sui shokkō,water Shu large-river,変わり雷,transfigured lightning,かわりかみなり,kawari kaminari,transfigure lightning,,,,,,,,,,,,,,,
530,"530.png (https://dl.airtable.com/jk3jUtM3RqKBu1UaXCHQ_530.png),530b.png (https://dl.airtable.com/WgABh8BrSwS4kSRv2DFq_530b.png)",144,"element - swastika / pinwheel / spiral,basic element - 4 - square,basic element - 8 - octagon",water - liquid,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,Shu river / 蜀江 / しょっこう / shokkō,,蜀江の万字繋ぎ,Shu river linked swastika,しょっこうのまんじつなぎ,shokkō no manji tsunagi,Shu large-river ten-thousand character link,,,,,,,,,,,,,,,,,,,,
244,244.png (https://dl.airtable.com/a3Xrg1HTzySNvuqieXkZ_244.png),145,"basic element - 4 - square,polyelement - linked quadrilaterals,element - star - cross,element - L-shaped,""aspect - alternating - over, under"",repetition - 4-agonal grid - level",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,角繋ぎ,linked squares,かくつなぎ,kaku tsunagi,angle link,,,,,,,,,,,,,,,,,,,,
248,"248.png (https://dl.airtable.com/SbTVQcjpRbehlAbEx9t3_248.png),248b.png (https://dl.airtable.com/7DsFBaG0QjKQQ6xCbLbl_248b.png)",146,"basic element - 4 - square,polyelement - linked quadrilaterals,element - star - cross,""aspect - alternating - over, under"",element - L-shaped,aspect - checkered,repetition - 4-agonal grid - level",container - measuring,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,六弥太格子,Rokuyata lattice,ろくやたごうし,rokuyata gōshi,six widely fat rank child,詰三枡,packed three measuring containers,つめみます,tsume mi masu,pack three measuring-container,,,,,,,,,,,,,,,
245,245.png (https://dl.airtable.com/NILtPKabT5KZ7aGl5cZb_245.png),147,"polyelement - linked quadrilaterals,""aspect - alternating - over, under"",polyelement - pairs of offset rectangles,repetition - 4-agonal grid - oblique",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,組菱,braided diamond,くみびし,kumi bishi,braid rhombus,,,,,,,,,,,,,,,,,,,,
240,240.png (https://dl.airtable.com/V0UiyDprRGKY1Uaegmpp_240.png),148,"basic element - 4 - rhombus,polyelement - linked quadrilaterals,repetition - 4-agonal grid - oblique",,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,四つ組菱,four braided diamonds,よつぐみびし,yotsugumi bishi,four braid rhombus,,,,,,,,,,,,,,,,,,,,
243,243.png (https://dl.airtable.com/lrTNjtlwQka8tKjRLBy5_243.png),149,"basic element - 4 - square,polyelement - linked quadrilaterals,element - star - cross,repetition - 4-agonal grid - level",container - measuring,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,重ね枡,layered measuring container,かさねます,kasane masu,layer measuring-container,角繋ぎ,linked squares,かくつなぎ,kaku tsunagi,angle link,,,,,,,,,,,,,,,
200,200.png (https://dl.airtable.com/msw6iGoeTcevrzXicpX2_200.png),150,"basic element - 4 - square,basic element - 3 - triangle,polyelement - linked quadrilaterals,element - star - cross,repetition - 4-agonal grid - level","well,animal - bird",pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,比翼井桁,legendary two-headed bird well girder,ひよくいげた,hiyoku igeta,ratio wing well beam,,,,,,,,,,,,,,,,,,,,
241,241.png (https://dl.airtable.com/F3jphYQHRR6b5hNJd8NH_241.png),151,"basic element - 4 - square,basic element - 3 - triangle,polyelement - linked quadrilaterals,element - star - cross,repetition - 4-agonal grid - level",container - measuring,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,I do not understand why 'layered' makes this pattern less dense than it looks without.,重ね枡繋ぎ,layered linked measuring container,かさねますつなぎ,kasane masu tsunagi,layer measuring-container link,,,,,,,,,,,,,,,,,,,,
250,250.png (https://dl.airtable.com/IZ9m6eGRl5DuAYnRL4gA_250.png),152,"basic element - 4 - square,element - star - cross,basic element - 3 - triangle,polyelement - linked quadrilaterals,aspect - concentricity,element - hash / lattice - other,repetition - 4-agonal grid - level",container - measuring,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,linked squares / 角繋ぎ / かくつなぎ / kaku tsunagi,,枡繋ぎ,linked measuring containers,ますつなぎ,masu tsunagi,measuring-container link,,,,,,,,,,,,,,,,,,,,
224,224.png (https://dl.airtable.com/hGlvyDsrTZKvh24uiWxK_224.png),153,"basic element - 4 - rhombus,element - hash / lattice - other,polyelement - linked quadrilaterals,repetition - 4-agonal grid - oblique",character,pattern with quadrilateral symmetry / 四角対称性文様 / しかくたいしょうせいもんよう / shikaku taishōsei monyō,well / 井 / い / i,,菱田の字,"diamond Japanese character for ""field""",ひしたのじ,hishita no ji,rhombus rice-paddy character,,,,,,,,,,,,,,,,,,,,
